sppSite,sppCode,day_records,night_records,core_records,Nocore_records,survey_area,pa_type,Dist_water,Dist_humset,NDVImean_500m
Tter-OCGSV26,Tter,0,2,0,2,GSV,strict,-0.045110426,1.11492137,0.051873159
Ptaj-OCGSV26,Ptaj,0,3,0,3,GSV,strict,-0.045110426,1.11492137,0.051873159
Tter-OCGSV27,Tter,2,0,1,1,GSV,strict,0.573375421,1.764192777,0.254444736
Ttet-OCGSV27,Ttet,0,1,0,1,GSV,strict,0.573375421,1.764192777,0.254444736
Mtri-OCGSV27,Mtri,0,1,0,1,GSV,strict,0.573375421,1.764192777,0.254444736
Ptaj-OCGSV27,Ptaj,4,1,4,1,GSV,strict,0.573375421,1.764192777,0.254444736
Pcon-OCGSV27,Pcon,0,1,0,1,GSV,strict,0.573375421,1.764192777,0.254444736
Mgou-OCGSV27,Mgou,1,1,0,2,GSV,strict,0.573375421,1.764192777,0.254444736
Ptaj-OCGSV28,Ptaj,3,6,0,9,GSV,strict,-0.192110331,2.07638679,-0.259910143
Mgou-OCGSV28,Mgou,3,3,3,3,GSV,strict,-0.192110331,2.07638679,-0.259910143
Mtri-OCGSV28,Mtri,0,1,0,1,GSV,strict,-0.192110331,2.07638679,-0.259910143
Tter-OCGSV28,Tter,1,0,0,1,GSV,strict,-0.192110331,2.07638679,-0.259910143
Tter-OCGSV29,Tter,1,0,0,1,GSV,strict,-0.6785625,1.823625488,-0.45496838
Mtri-OCGSV29,Mtri,0,3,0,3,GSV,strict,-0.6785625,1.823625488,-0.45496838
Ptaj-OCGSV30,Ptaj,0,1,0,1,GSV,strict,-0.424408738,1.594471281,-0.423719135
Mtri-OCGSV30,Mtri,0,5,0,5,GSV,strict,-0.424408738,1.594471281,-0.423719135
Obez-OCGSV31,Obez,3,0,2,1,GSV,strict,-0.236015809,2.016829033,-0.199503901
Esex-OCGSV31,Esex,2,0,1,1,GSV,strict,-0.236015809,2.016829033,-0.199503901
Tter-OCGSV31,Tter,0,1,0,1,GSV,strict,-0.236015809,2.016829033,-0.199503901
Ptaj-OCGSV31,Ptaj,1,0,0,1,GSV,strict,-0.236015809,2.016829033,-0.199503901
Ptaj-OCGSV32,Ptaj,2,2,1,3,GSV,strict,-0.848877937,2.22325858,0.060017785
Mgou-OCGSV32,Mgou,6,2,5,3,GSV,strict,-0.848877937,2.22325858,0.060017785
Ltig-OCGSV32,Ltig,0,1,0,1,GSV,strict,-0.848877937,2.22325858,0.060017785
Tter-OCGSV32,Tter,0,5,0,5,GSV,strict,-0.848877937,2.22325858,0.060017785
Mtri-OCGSV32,Mtri,0,1,0,1,GSV,strict,-0.848877937,2.22325858,0.060017785
Mtri-OCGSV33,Mtri,2,1,1,2,GSV,strict,0.37046242,1.834562272,-0.017265083
Mgou-OCGSV33,Mgou,1,0,1,0,GSV,strict,0.37046242,1.834562272,-0.017265083
Mtri-OCGSV34,Mtri,1,0,1,0,GSV,strict,-0.799776647,2.284893862,0.081264023
Mgou-OCGSV34,Mgou,0,1,0,1,GSV,strict,-0.799776647,2.284893862,0.081264023
Tter-OCGSV34,Tter,0,1,0,1,GSV,strict,-0.799776647,2.284893862,0.081264023
Mgou-OCGSV35,Mgou,1,0,1,0,GSV,strict,0.890855001,1.675560789,0.365882812
Ptaj-OCGSV35,Ptaj,13,0,10,3,GSV,strict,0.890855001,1.675560789,0.365882812
Dnov-OCGSV35,Dnov,0,1,0,1,GSV,strict,0.890855001,1.675560789,0.365882812
Mtri-OCGSV36,Mtri,0,1,0,1,GSV,strict,-0.984222152,2.278617889,-0.261983637
Tpec-OCGSV36,Tpec,1,1,1,1,GSV,strict,-0.984222152,2.278617889,-0.261983637
Ptaj-OCGSV37,Ptaj,0,1,0,1,GSV,strict,-0.959038948,2.068200125,-0.079347774
Lpar-OCGSV37,Lpar,1,0,0,1,GSV,strict,-0.959038948,2.068200125,-0.079347774
Cpaca-OCGSV37,Cpaca,0,1,0,1,GSV,strict,-0.959038948,2.068200125,-0.079347774
Tter-OCGSV37,Tter,0,3,0,3,GSV,strict,-0.959038948,2.068200125,-0.079347774
Ptaj-OCGSV38,Ptaj,3,8,1,10,GSV,strict,-0.377882777,2.268538658,-0.312687445
Tter-OCGSV38,Tter,0,1,0,1,GSV,strict,-0.377882777,2.268538658,-0.312687445
Tpec-OCGSV38,Tpec,5,0,5,0,GSV,strict,-0.377882777,2.268538658,-0.312687445
Mgou-OCGSV38,Mgou,1,0,0,1,GSV,strict,-0.377882777,2.268538658,-0.312687445
Cuni-OCGSV39,Cuni,1,0,1,0,GSV,strict,-1.04258202,2.281466303,-0.071419472
Mtri-OCGSV39,Mtri,0,2,0,2,GSV,strict,-1.04258202,2.281466303,-0.071419472
Tter-OCGSV39,Tter,1,7,0,8,GSV,strict,-1.04258202,2.281466303,-0.071419472
Obez-OCGSV39,Obez,0,1,0,1,GSV,strict,-1.04258202,2.281466303,-0.071419472
Mtri-OCGSV40,Mtri,0,1,0,1,GSV,strict,-0.781196326,2.316962605,-0.191993782
Ptaj-OCGSV40,Ptaj,3,3,2,4,GSV,strict,-0.781196326,2.316962605,-0.191993782
Mgou-OCGSV40,Mgou,2,0,2,0,GSV,strict,-0.781196326,2.316962605,-0.191993782
Mtri-OCGSV41,Mtri,0,7,0,7,GSV,strict,-0.916814327,2.394668994,-0.006073717
Cbra-OCGSV41,Cbra,0,1,0,1,GSV,strict,-0.916814327,2.394668994,-0.006073717
Csem-OCGSV41,Csem,0,1,0,1,GSV,strict,-0.916814327,2.394668994,-0.006073717
Tter-OCGSV41,Tter,0,3,0,3,GSV,strict,-0.916814327,2.394668994,-0.006073717
Ptaj-OCGSV41,Ptaj,5,4,3,6,GSV,strict,-0.916814327,2.394668994,-0.006073717
Esex-OCGSV42,Esex,1,0,1,0,GSV,strict,-0.174461155,2.112032509,0.137974695
Ltig-OCGSV42,Ltig,3,0,1,2,GSV,strict,-0.174461155,2.112032509,0.137974695
Ptaj-OCGSV42,Ptaj,2,0,1,1,GSV,strict,-0.174461155,2.112032509,0.137974695
Cbra-OCGSV42,Cbra,0,1,0,1,GSV,strict,-0.174461155,2.112032509,0.137974695
Mgou-OCGSV42,Mgou,2,2,1,3,GSV,strict,-0.174461155,2.112032509,0.137974695
Mgou-OCGSV43,Mgou,4,1,2,3,GSV,strict,-0.813812196,1.649097939,0.217702072
Esex-OCGSV43,Esex,1,0,1,0,GSV,strict,-0.813812196,1.649097939,0.217702072
Mtri-OCGSV43,Mtri,0,1,0,1,GSV,strict,-0.813812196,1.649097939,0.217702072
Ptaj-OCGSV43,Ptaj,0,4,0,4,GSV,strict,-0.813812196,1.649097939,0.217702072
Daza-OCGSV44,Daza,6,0,0,6,GSV,strict,-0.498561808,1.953642609,0.116267127
Ptaj-OCGSV44,Ptaj,0,3,0,3,GSV,strict,-0.498561808,1.953642609,0.116267127
Mgou-OCGSV45,Mgou,3,3,3,3,GSV,strict,-0.025427938,1.720319936,0.05071978
Cbra-OCGSV45,Cbra,0,1,0,1,GSV,strict,-0.025427938,1.720319936,0.05071978
Ptaj-OCGSV45,Ptaj,1,9,1,9,GSV,strict,-0.025427938,1.720319936,0.05071978
Mtri-OCGSV45,Mtri,0,5,0,5,GSV,strict,-0.025427938,1.720319936,0.05071978
Tter-OCGSV45,Tter,2,6,1,7,GSV,strict,-0.025427938,1.720319936,0.05071978
Mtri-OCGSV46,Mtri,0,12,0,12,GSV,strict,-0.839336625,0.931941651,0.004484743
Cbra-OCGSV46,Cbra,0,1,0,1,GSV,strict,-0.839336625,0.931941651,0.004484743
Ptaj-OCGSV46,Ptaj,0,2,0,2,GSV,strict,-0.839336625,0.931941651,0.004484743
Mgou-OCGSV46,Mgou,1,0,1,0,GSV,strict,-0.839336625,0.931941651,0.004484743
Tter-OCGSV47,Tter,1,5,1,5,GSV,strict,-0.235235214,1.038382101,0.031603902
Daza-OCGSV47,Daza,10,1,4,7,GSV,strict,-0.235235214,1.038382101,0.031603902
Ttet-OCGSV47,Ttet,0,1,0,1,GSV,strict,-0.235235214,1.038382101,0.031603902
Mgou-OCGSV47,Mgou,2,2,2,2,GSV,strict,-0.235235214,1.038382101,0.031603902
Tter-OCGSV48,Tter,0,1,0,1,GSV,strict,-0.375210355,1.207045715,-0.751795443
Tpec-OCGSV48,Tpec,1,3,1,3,GSV,strict,-0.375210355,1.207045715,-0.751795443
Mgou-OCGSV48,Mgou,6,4,4,6,GSV,strict,-0.375210355,1.207045715,-0.751795443
Ptaj-OCGSV48,Ptaj,2,0,1,1,GSV,strict,-0.375210355,1.207045715,-0.751795443
Mtri-OCGSV48,Mtri,0,1,0,1,GSV,strict,-0.375210355,1.207045715,-0.751795443
Ttet-OCGSV50,Ttet,0,1,0,1,GSV,strict,0.121972558,1.368915891,-0.366858862
Mgou-OCGSV50,Mgou,5,0,4,1,GSV,strict,0.121972558,1.368915891,-0.366858862
Tter-OCGSV51,Tter,0,1,0,1,GSV,strict,-1.08449273,1.289555575,0.200696412
Tpec-OCGSV51,Tpec,13,16,12,17,GSV,strict,-1.08449273,1.289555575,0.200696412
Mgou-OCGSV51,Mgou,2,0,2,0,GSV,strict,-1.08449273,1.289555575,0.200696412
Dnov-OCGSV52,Dnov,0,2,0,2,GSV,strict,-0.628745128,1.555876473,0.183881474
Ebar-OCGSV52,Ebar,1,0,0,1,GSV,strict,-0.628745128,1.555876473,0.183881474
Esex-OCGSV53,Esex,3,0,1,2,GSV,strict,-0.509370986,1.1973032,0.021625378
Ptaj-OCGSV53,Ptaj,1,0,0,1,GSV,strict,-0.509370986,1.1973032,0.021625378
Dnov-OCGSV53,Dnov,0,2,0,2,GSV,strict,-0.509370986,1.1973032,0.021625378
Mtri-OCGSV53,Mtri,0,1,0,1,GSV,strict,-0.509370986,1.1973032,0.021625378
Tter-OCGSV53,Tter,1,1,0,2,GSV,strict,-0.509370986,1.1973032,0.021625378
Ptaj-OCGSV54,Ptaj,1,0,0,1,GSV,strict,0.245423208,1.961834107,-0.041783015
Mtri-OCGSV54,Mtri,0,1,0,1,GSV,strict,0.245423208,1.961834107,-0.041783015
Mgou-OCGSV54,Mgou,6,0,2,4,GSV,strict,0.245423208,1.961834107,-0.041783015
Ctho-OCGSV54,Ctho,0,4,0,4,GSV,strict,0.245423208,1.961834107,-0.041783015
Tpec-OCGSV54,Tpec,1,0,0,1,GSV,strict,0.245423208,1.961834107,-0.041783015
Tter-OCGSV54,Tter,1,10,0,11,GSV,strict,0.245423208,1.961834107,-0.041783015
Pcon-OCGSV55,Pcon,1,0,1,0,GSV,strict,-1.088581697,1.385357486,-0.672262452
Dnov-OCGSV55,Dnov,0,2,0,2,GSV,strict,-1.088581697,1.385357486,-0.672262452
Dalb-OCGSV55,Dalb,0,1,0,1,GSV,strict,-1.088581697,1.385357486,-0.672262452
Cpaca-OCGSV55,Cpaca,0,1,0,1,GSV,strict,-1.088581697,1.385357486,-0.672262452
Ptaj-OCGSV56,Ptaj,1,0,0,1,GSV,strict,-0.011955521,1.804288787,0.113654814
Tter-OCGSV56,Tter,0,2,0,2,GSV,strict,-0.011955521,1.804288787,0.113654814
Ttet-OCGSV56,Ttet,1,0,0,1,GSV,strict,-0.011955521,1.804288787,0.113654814
Mgou-OCGSV56,Mgou,4,1,2,3,GSV,strict,-0.011955521,1.804288787,0.113654814
Dalb-OCGSV56,Dalb,0,1,0,1,GSV,strict,-0.011955521,1.804288787,0.113654814
Mtri-OCGSV56,Mtri,0,3,0,3,GSV,strict,-0.011955521,1.804288787,0.113654814
Dnov-OCGSV56,Dnov,1,0,1,0,GSV,strict,-0.011955521,1.804288787,0.113654814
Ltig-OCGSV57,Ltig,0,1,0,1,GSV,strict,0.457140444,1.476147098,0.332395507
Lvet-OCGSV57,Lvet,0,1,0,1,GSV,strict,0.457140444,1.476147098,0.332395507
Ptaj-OCGSV57,Ptaj,0,5,0,5,GSV,strict,0.457140444,1.476147098,0.332395507
Daza-OCGSV57,Daza,2,1,0,3,GSV,strict,0.457140444,1.476147098,0.332395507
Ebar-OCGSV57,Ebar,1,0,1,0,GSV,strict,0.457140444,1.476147098,0.332395507
Mgou-OCGSV57,Mgou,2,0,0,2,GSV,strict,0.457140444,1.476147098,0.332395507
Pcon-OCGSV57,Pcon,3,7,1,9,GSV,strict,0.457140444,1.476147098,0.332395507
Tter-OCGSV57,Tter,0,6,0,6,GSV,strict,0.457140444,1.476147098,0.332395507
Mtri-OCGSV57,Mtri,0,4,0,4,GSV,strict,0.457140444,1.476147098,0.332395507
Tter-OCGSV58,Tter,1,0,1,0,GSV,strict,-0.060729156,1.665666794,0.302325316
Dalb-OCGSV58,Dalb,0,1,0,1,GSV,strict,-0.060729156,1.665666794,0.302325316
Daza-OCGSV58,Daza,1,0,0,1,GSV,strict,-0.060729156,1.665666794,0.302325316
Esex-OCGSV58,Esex,2,0,2,0,GSV,strict,-0.060729156,1.665666794,0.302325316
Ptaj-OCGSV59,Ptaj,1,4,0,5,GSV,strict,-0.944998486,2.051735323,-0.016586913
Csem-OCGSV59,Csem,1,0,1,0,GSV,strict,-0.944998486,2.051735323,-0.016586913
Tter-OCGSV59,Tter,1,0,0,1,GSV,strict,-0.944998486,2.051735323,-0.016586913
Dalb-OCGSV59,Dalb,0,1,0,1,GSV,strict,-0.944998486,2.051735323,-0.016586913
Daza-OCGSV60,Daza,2,0,0,2,GSV,strict,-0.601807136,1.840496884,0.371284848
Ptaj-OCGSV60,Ptaj,0,1,0,1,GSV,strict,-0.601807136,1.840496884,0.371284848
Mgou-OCGSV60,Mgou,1,1,1,1,GSV,strict,-0.601807136,1.840496884,0.371284848
Tter-OCGSV60,Tter,2,5,0,7,GSV,strict,-0.601807136,1.840496884,0.371284848
Cbra-OCGSV61,Cbra,0,1,0,1,GSV,strict,0.219116489,1.180518751,0.034434175
Cuni-OCGSV61,Cuni,1,0,1,0,GSV,strict,0.219116489,1.180518751,0.034434175
Ptaj-OCGSV61,Ptaj,1,0,1,0,GSV,strict,0.219116489,1.180518751,0.034434175
Mgou-OCGSV61,Mgou,1,0,0,1,GSV,strict,0.219116489,1.180518751,0.034434175
Tter-OCGSV61,Tter,1,0,0,1,GSV,strict,0.219116489,1.180518751,0.034434175
Mtri-OCGSV61,Mtri,1,2,1,2,GSV,strict,0.219116489,1.180518751,0.034434175
Pcon-OCGSV61,Pcon,1,1,1,1,GSV,strict,0.219116489,1.180518751,0.034434175
Pcon-OCGSV62,Pcon,1,0,0,1,GSV,strict,-0.362979543,1.467542947,0.080783601
Mtri-OCGSV62,Mtri,0,2,0,2,GSV,strict,-0.362979543,1.467542947,0.080783601
Daza-OCGSV62,Daza,1,0,0,1,GSV,strict,-0.362979543,1.467542947,0.080783601
Mgou-OCGSV62,Mgou,2,0,2,0,GSV,strict,-0.362979543,1.467542947,0.080783601
Ptaj-OCGSV63,Ptaj,0,2,0,2,GSV,strict,-0.711857895,1.758504232,0.064291565
Tter-OCGSV63,Tter,0,2,0,2,GSV,strict,-0.711857895,1.758504232,0.064291565
Mgou-OCGSV63,Mgou,1,0,0,1,GSV,strict,-0.711857895,1.758504232,0.064291565
Cbra-OCGSV64,Cbra,0,1,0,1,GSV,strict,-0.949790022,2.047566393,0.307776335
Mtri-OCGSV64,Mtri,0,8,0,8,GSV,strict,-0.949790022,2.047566393,0.307776335
Pcon-OCGSV64,Pcon,1,0,0,1,GSV,strict,-0.949790022,2.047566393,0.307776335
Tter-OCGSV64,Tter,1,10,0,11,GSV,strict,-0.949790022,2.047566393,0.307776335
Dalb-OCGSV65,Dalb,0,3,0,3,GSV,strict,0.368209599,1.185742538,0.403275587
Daza-OCGSV65,Daza,17,1,9,9,GSV,strict,0.368209599,1.185742538,0.403275587
Ebar-OCGSV65,Ebar,1,0,1,0,GSV,strict,0.368209599,1.185742538,0.403275587
Ptaj-OCGSV65,Ptaj,2,0,2,0,GSV,strict,0.368209599,1.185742538,0.403275587
Esex-OCGSV65,Esex,1,0,1,0,GSV,strict,0.368209599,1.185742538,0.403275587
Mgou-OCMS01,Mgou,1,0,0,1,MS,strict,0.699808016,0.039029304,1.79616223
Dnov-OCMS01,Dnov,0,1,0,1,MS,strict,0.699808016,0.039029304,1.79616223
Lpar-OCMS02,Lpar,0,1,0,1,MS,strict,0.025447676,-0.284876508,2.044704675
Ptaj-OCMS02,Ptaj,0,1,0,1,MS,strict,0.025447676,-0.284876508,2.044704675
Daza-OCMS02,Daza,1,0,1,0,MS,strict,0.025447676,-0.284876508,2.044704675
Pcon-OCMS02,Pcon,1,1,1,1,MS,strict,0.025447676,-0.284876508,2.044704675
Pyag-OCMS02,Pyag,1,0,0,1,MS,strict,0.025447676,-0.284876508,2.044704675
Ltig-OCMS02,Ltig,1,0,1,0,MS,strict,0.025447676,-0.284876508,2.044704675
Ctho-OCMS02,Ctho,0,5,0,5,MS,strict,0.025447676,-0.284876508,2.044704675
Mgou-OCMS02,Mgou,3,2,3,2,MS,strict,0.025447676,-0.284876508,2.044704675
Pcon-OCMS03,Pcon,1,0,1,0,MS,strict,-0.458383133,-0.438802099,1.820314716
Dalb-OCMS04,Dalb,0,1,0,1,MS,strict,0.158432034,-0.28924125,2.357199988
Mgou-OCMS04,Mgou,1,0,1,0,MS,strict,0.158432034,-0.28924125,2.357199988
Ctho-OCMS04,Ctho,1,2,1,2,MS,strict,0.158432034,-0.28924125,2.357199988
Sbra-OCMS06,Sbra,0,1,0,1,MS,strict,-0.763500709,-0.638336689,1.201063974
Mgou-OCMS06,Mgou,1,0,1,0,MS,strict,-0.763500709,-0.638336689,1.201063974
Daza-OCMS07,Daza,2,0,1,1,MS,strict,3.070673062,0.374431403,1.694618553
Pyag-OCMS08,Pyag,1,0,1,0,MS,strict,1.562919064,0.355237293,1.74175344
Lpar-OCMS08,Lpar,0,1,0,1,MS,strict,1.562919064,0.355237293,1.74175344
Ptaj-OCMS08,Ptaj,3,2,0,5,MS,strict,1.562919064,0.355237293,1.74175344
Mgou-OCMS08,Mgou,2,0,2,0,MS,strict,1.562919064,0.355237293,1.74175344
Daza-OCMS09,Daza,7,0,2,5,MS,strict,0.934968232,0.066004955,1.872028191
Ptaj-OCMS09,Ptaj,1,1,0,2,MS,strict,0.934968232,0.066004955,1.872028191
Ltig-OCMS09,Ltig,1,0,1,0,MS,strict,0.934968232,0.066004955,1.872028191
Dalb-OCMS09,Dalb,0,1,0,1,MS,strict,0.934968232,0.066004955,1.872028191
Lpar-OCMS10,Lpar,0,3,0,3,MS,strict,2.04063157,0.515376089,1.951842236
Daza-OCMS10,Daza,2,0,1,1,MS,strict,2.04063157,0.515376089,1.951842236
Csem-OCMS10,Csem,4,8,3,9,MS,strict,2.04063157,0.515376089,1.951842236
Mgou-OCMS10,Mgou,1,0,1,0,MS,strict,2.04063157,0.515376089,1.951842236
Ttet-OCMS11,Ttet,0,1,0,1,MS,strict,1.247039684,0.213408714,1.844759164
Lpar-OCMS11,Lpar,0,3,0,3,MS,strict,1.247039684,0.213408714,1.844759164
Pcon-OCMS12,Pcon,0,1,0,1,MS,strict,0.418748842,-0.08267034,1.763906966
Pcan-OCMS12,Pcan,0,1,0,1,MS,strict,0.418748842,-0.08267034,1.763906966
Mgou-OCMS12,Mgou,6,2,6,2,MS,strict,0.418748842,-0.08267034,1.763906966
Ptaj-OCMS12,Ptaj,0,3,0,3,MS,strict,0.418748842,-0.08267034,1.763906966
Mtri-OCMS12,Mtri,0,1,0,1,MS,strict,0.418748842,-0.08267034,1.763906966
Ctho-OCMS12,Ctho,1,0,0,1,MS,strict,0.418748842,-0.08267034,1.763906966
Lpar-OCMS12,Lpar,0,3,0,3,MS,strict,0.418748842,-0.08267034,1.763906966
Csem-OCMS13,Csem,0,4,0,4,MS,strict,-0.343724434,-0.406041055,1.398555724
Ctho-OCMS13,Ctho,0,4,0,4,MS,strict,-0.343724434,-0.406041055,1.398555724
Mgou-OCMS13,Mgou,9,12,5,16,MS,strict,-0.343724434,-0.406041055,1.398555724
Lpar-OCMS14,Lpar,0,3,0,3,MS,strict,-0.929516561,-0.705555008,0.418414984
Ctho-OCMS14,Ctho,5,6,1,10,MS,strict,-0.929516561,-0.705555008,0.418414984
Gcuj-OCMS14,Gcuj,1,0,1,0,MS,strict,-0.929516561,-0.705555008,0.418414984
Mgou-OCMS14,Mgou,2,1,2,1,MS,strict,-0.929516561,-0.705555008,0.418414984
Ebar-OCMS14,Ebar,1,0,1,0,MS,strict,-0.929516561,-0.705555008,0.418414984
Pcan-OCMS14,Pcan,0,2,0,2,MS,strict,-0.929516561,-0.705555008,0.418414984
Ptaj-OCMS15,Ptaj,1,2,0,3,MS,strict,2.411115413,0.464063712,1.871298671
Mtri-OCMS15,Mtri,0,1,0,1,MS,strict,2.411115413,0.464063712,1.871298671
Pcon-OCMS15,Pcon,0,1,0,1,MS,strict,2.411115413,0.464063712,1.871298671
Pyag-OCMS15,Pyag,1,0,1,0,MS,strict,2.411115413,0.464063712,1.871298671
Daza-OCMS16,Daza,2,0,0,2,MS,strict,1.471198585,0.28433054,1.963411342
Mgou-OCMS17,Mgou,1,0,1,0,MS,strict,1.39163224,0.146809457,1.790387329
Dnov-OCMS18,Dnov,0,2,0,2,MS,strict,2.295207681,0.200788226,1.703444481
Daza-OCMS19,Daza,1,0,0,1,MS,strict,0.374868631,-0.212579545,1.90739512
Ttet-OCMS19,Ttet,0,1,0,1,MS,strict,0.374868631,-0.212579545,1.90739512
Pcon-OCMS20,Pcon,0,1,0,1,MS,strict,2.243659854,0.085977196,1.509065446
Ptaj-OCMS20,Ptaj,1,0,1,0,MS,strict,2.243659854,0.085977196,1.509065446
Ebar-OCMS20,Ebar,2,0,2,0,MS,strict,2.243659854,0.085977196,1.509065446
Ltig-OCMS20,Ltig,0,1,0,1,MS,strict,2.243659854,0.085977196,1.509065446
Mgou-OCMS20,Mgou,1,0,1,0,MS,strict,2.243659854,0.085977196,1.509065446
Mgou-OCMS21,Mgou,3,0,1,2,MS,strict,-0.69810204,-0.560956308,1.176390818
Ltig-OCMS22,Ltig,0,1,0,1,MS,strict,0.105151762,-0.246395065,1.820693897
Mgou-OCMS22,Mgou,2,0,2,0,MS,strict,0.105151762,-0.246395065,1.820693897
Lpar-OCMS23,Lpar,0,7,0,7,MS,strict,0.937066759,0.07720872,1.900657811
Lpar-OCMS24,Lpar,0,2,0,2,MS,strict,1.754861457,0.395459723,2.001266283
Mgou-OCMS24,Mgou,1,0,1,0,MS,strict,1.754861457,0.395459723,2.001266283
Cpaca-OCMS26,Cpaca,0,2,0,2,MS,strict,-0.984744635,-0.668586736,1.26466951
Csem-OCMS26,Csem,1,0,1,0,MS,strict,-0.984744635,-0.668586736,1.26466951
Ebar-OCMS26,Ebar,1,0,1,0,MS,strict,-0.984744635,-0.668586736,1.26466951
Dnov-OCMS26,Dnov,0,1,0,1,MS,strict,-0.984744635,-0.668586736,1.26466951
Ttet-OCMS26,Ttet,1,0,1,0,MS,strict,-0.984744635,-0.668586736,1.26466951
Ebar-OCMS27,Ebar,1,0,1,0,MS,strict,-0.649391632,-0.86978108,1.796819689
Mgou-OCMS27,Mgou,1,0,1,0,MS,strict,-0.649391632,-0.86978108,1.796819689
Csem-OCMS27,Csem,1,2,1,2,MS,strict,-0.649391632,-0.86978108,1.796819689
Lpar-OCMS28,Lpar,2,1,2,1,MS,strict,-0.851267038,-1.141442011,-0.642573559
Ctho-OCMS28,Ctho,2,1,0,3,MS,strict,-0.851267038,-1.141442011,-0.642573559
Mgou-OCMS28,Mgou,1,0,1,0,MS,strict,-0.851267038,-1.141442011,-0.642573559
Mgou-OCMS29,Mgou,6,1,3,4,MS,strict,-1.017807829,-0.840129452,0.298319957
Ebar-OCMS29,Ebar,2,0,1,1,MS,strict,-1.017807829,-0.840129452,0.298319957
Ctho-OCMS29,Ctho,0,1,0,1,MS,strict,-1.017807829,-0.840129452,0.298319957
Lpar-OCMS29,Lpar,0,1,0,1,MS,strict,-1.017807829,-0.840129452,0.298319957
Lpar-OCMS30,Lpar,1,0,0,1,MS,strict,1.707967483,-0.035149891,1.581549933
Mgou-OCMS30,Mgou,2,0,2,0,MS,strict,1.707967483,-0.035149891,1.581549933
Dalb-OCMS31,Dalb,0,2,0,2,MS,strict,1.163367762,-0.235647001,1.224184534
Mgou-OCMS31,Mgou,0,1,0,1,MS,strict,1.163367762,-0.235647001,1.224184534
Ptaj-OCMS32,Ptaj,0,2,0,2,MS,strict,1.080263066,0.2266499,1.458496507
Lpar-OCMS32,Lpar,0,4,0,4,MS,strict,1.080263066,0.2266499,1.458496507
Csem-OCMS32,Csem,0,1,0,1,MS,strict,1.080263066,0.2266499,1.458496507
Mgou-OCMS32,Mgou,2,0,2,0,MS,strict,1.080263066,0.2266499,1.458496507
Mgou-OCMS33,Mgou,1,0,0,1,MS,strict,0.494341209,-0.08673389,1.344253744
Ebar-OCMS33,Ebar,1,1,1,1,MS,strict,0.494341209,-0.08673389,1.344253744
Ltig-OCMS33,Ltig,2,0,0,2,MS,strict,0.494341209,-0.08673389,1.344253744
Dalb-OCMS34,Dalb,0,2,0,2,MS,strict,-0.084431652,-0.144696377,1.692345549
Mgou-OCMS34,Mgou,1,0,1,0,MS,strict,-0.084431652,-0.144696377,1.692345549
Ptaj-OCMS36,Ptaj,1,0,0,1,MS,strict,-0.75673897,-0.504314303,1.695299819
Ebar-OCMS36,Ebar,1,0,0,1,MS,strict,-0.75673897,-0.504314303,1.695299819
Pyag-OCMS36,Pyag,1,0,0,1,MS,strict,-0.75673897,-0.504314303,1.695299819
Mgou-OCMS37,Mgou,1,2,1,2,MS,strict,-0.208315355,-0.659012459,0.447887108
Ctho-OCMS37,Ctho,3,7,1,9,MS,strict,-0.208315355,-0.659012459,0.447887108
Ebar-OCMS38,Ebar,1,0,1,0,MS,strict,-0.669945314,-0.389971851,1.614935409
Mgou-OCMS38,Mgou,2,0,2,0,MS,strict,-0.669945314,-0.389971851,1.614935409
Lpar-OCMS38,Lpar,2,0,1,1,MS,strict,-0.669945314,-0.389971851,1.614935409
Ebar-OCMS39,Ebar,1,0,1,0,MS,strict,0.794154008,-0.53387229,1.263552464
Daza-OCMS39,Daza,3,1,2,2,MS,strict,0.794154008,-0.53387229,1.263552464
Ltig-OCMS39,Ltig,0,1,0,1,MS,strict,0.794154008,-0.53387229,1.263552464
Lpar-OCMS39,Lpar,1,1,0,2,MS,strict,0.794154008,-0.53387229,1.263552464
Ltig-OCMS41,Ltig,1,0,1,0,MS,strict,1.448120576,-0.244938117,1.742827552
Mgou-OCMS41,Mgou,0,2,0,2,MS,strict,1.448120576,-0.244938117,1.742827552
Ctho-OCMS41,Ctho,0,3,0,3,MS,strict,1.448120576,-0.244938117,1.742827552
Ttet-OCMS41,Ttet,0,1,0,1,MS,strict,1.448120576,-0.244938117,1.742827552
Pcon-OCMS41,Pcon,0,1,0,1,MS,strict,1.448120576,-0.244938117,1.742827552
Daza-OCMS42,Daza,1,1,1,1,MS,strict,0.530597611,-0.001713622,1.66915693
Lpar-OCMS42,Lpar,0,2,0,2,MS,strict,0.530597611,-0.001713622,1.66915693
Mgou-OCMS42,Mgou,2,0,2,0,MS,strict,0.530597611,-0.001713622,1.66915693
Ctho-OCMS43,Ctho,0,1,0,1,MS,strict,0.017048888,-0.326145339,2.260315928
Ptaj-OCMS43,Ptaj,0,2,0,2,MS,strict,0.017048888,-0.326145339,2.260315928
Ebar-OCMS43,Ebar,1,0,1,0,MS,strict,0.017048888,-0.326145339,2.260315928
Mgou-OCMS43,Mgou,0,3,0,3,MS,strict,0.017048888,-0.326145339,2.260315928
Csem-OCMS44,Csem,2,0,0,2,MS,strict,-0.69859674,-0.677821463,1.003592187
Ltig-OCMS44,Ltig,1,0,0,1,MS,strict,-0.69859674,-0.677821463,1.003592187
