sppSite,sppCode,day_records,night_records,core_records,Nocore_records,survey_area,pa_type,Dist_water,Dist_humset,NDVImean_500m
Ctho-OCVB49,Ctho,0,1,0,1,VB,multiple-use,-1.091578615,-0.966392915,0.642860652
Ctho-OCVB50,Ctho,0,1,0,1,VB,multiple-use,-0.423086828,-0.783813272,-0.915793448
Ctho-OCVB51,Ctho,0,1,0,1,VB,multiple-use,-0.529234381,-0.835953872,-0.659474064
Mgou-OCVB51,Mgou,2,1,2,1,VB,multiple-use,-0.529234381,-0.835953872,-0.659474064
Ttet-OCVB51,Ttet,0,1,0,1,VB,multiple-use,-0.529234381,-0.835953872,-0.659474064
Ltig-OCVB51,Ltig,0,1,0,1,VB,multiple-use,-0.529234381,-0.835953872,-0.659474064
Dalb-OCVB53,Dalb,0,3,0,3,VB,multiple-use,0.314293551,-0.525079911,-0.737867216
Esex-OCVB53,Esex,2,0,2,0,VB,multiple-use,0.314293551,-0.525079911,-0.737867216
Csem-OCVB53,Csem,0,1,0,1,VB,multiple-use,0.314293551,-0.525079911,-0.737867216
Dalb-OCVB55,Dalb,0,4,0,4,VB,multiple-use,-0.468902498,-0.814938517,0.177026109
Ctho-OCVB55,Ctho,1,0,0,1,VB,multiple-use,-0.468902498,-0.814938517,0.177026109
Mgou-OCVB55,Mgou,11,2,8,5,VB,multiple-use,-0.468902498,-0.814938517,0.177026109
Mgou-OCVB56,Mgou,1,1,0,2,VB,multiple-use,-0.442577238,-0.825807952,-0.88424194
Ctho-OCVB56,Ctho,1,0,0,1,VB,multiple-use,-0.442577238,-0.825807952,-0.88424194
Ttet-OCVB56,Ttet,0,3,0,3,VB,multiple-use,-0.442577238,-0.825807952,-0.88424194
Ctho-OCVB57,Ctho,0,2,0,2,VB,multiple-use,-0.3753557,-0.353509615,-0.429700378
Mgou-OCVB57,Mgou,1,0,1,0,VB,multiple-use,-0.3753557,-0.353509615,-0.429700378
Csem-OCVB58,Csem,0,1,0,1,VB,multiple-use,-0.182746533,-0.503900113,-0.35169911
Dalb-OCVB59,Dalb,0,1,0,1,VB,multiple-use,-0.095820164,-0.576128052,-0.919450123
Pyag-OCVB60,Pyag,1,0,0,1,VB,multiple-use,0.287136226,-0.744089092,-0.770764567
Esex-OCVB60,Esex,0,1,0,1,VB,multiple-use,0.287136226,-0.744089092,-0.770764567
Ctho-OCVB60,Ctho,1,0,1,0,VB,multiple-use,0.287136226,-0.744089092,-0.770764567
Ltig-OCVP01,Ltig,0,3,0,3,VP,strict,-0.745817551,1.204252148,0.773067345
Tter-OCVP01,Tter,0,1,0,1,VP,strict,-0.745817551,1.204252148,0.773067345
Daza-OCVP01,Daza,4,0,3,1,VP,strict,-0.745817551,1.204252148,0.773067345
Tpec-OCVP02,Tpec,4,0,4,0,VP,strict,-0.324041361,1.172212595,0.357111881
Lpar-OCVP02,Lpar,1,0,0,1,VP,strict,-0.324041361,1.172212595,0.357111881
Tter-OCVP02,Tter,3,4,1,6,VP,strict,-0.324041361,1.172212595,0.357111881
Mgou-OCVP02,Mgou,3,1,1,3,VP,strict,-0.324041361,1.172212595,0.357111881
Ltig-OCVP02,Ltig,0,1,0,1,VP,strict,-0.324041361,1.172212595,0.357111881
Pcon-OCVP03,Pcon,1,0,1,0,VP,strict,-1.055898388,1.085685087,0.313804159
Cbra-OCVP03,Cbra,0,1,0,1,VP,strict,-1.055898388,1.085685087,0.313804159
Tpec-OCVP03,Tpec,1,0,1,0,VP,strict,-1.055898388,1.085685087,0.313804159
Gcuj-OCVP03,Gcuj,1,0,1,0,VP,strict,-1.055898388,1.085685087,0.313804159
Pcan-OCVP03,Pcan,0,1,0,1,VP,strict,-1.055898388,1.085685087,0.313804159
Mgou-OCVP04,Mgou,7,41,0,48,VP,strict,-1.050500788,0.773616091,0.364652302
Pcon-OCVP05,Pcon,0,1,0,1,VP,strict,-1.010630233,0.472073798,0.544101592
Mtri-OCVP05,Mtri,0,2,0,2,VP,strict,-1.010630233,0.472073798,0.544101592
Cbra-OCVP05,Cbra,1,0,1,0,VP,strict,-1.010630233,0.472073798,0.544101592
Tter-OCVP05,Tter,0,6,0,6,VP,strict,-1.010630233,0.472073798,0.544101592
Mgou-OCVP05,Mgou,1,6,0,7,VP,strict,-1.010630233,0.472073798,0.544101592
Tter-OCVP06,Tter,0,2,0,2,VP,strict,-1.041663157,0.191516707,0.464683062
Daza-OCVP07,Daza,1,0,1,0,VP,strict,-0.371689843,0.102516809,0.494153762
Mgou-OCVP08,Mgou,0,1,0,1,VP,strict,0.139091766,-0.092137422,0.369378623
Tter-OCVP08,Tter,1,2,1,2,VP,strict,0.139091766,-0.092137422,0.369378623
Daza-OCVP08,Daza,12,1,7,6,VP,strict,0.139091766,-0.092137422,0.369378623
Lpar-OCVP08,Lpar,0,1,0,1,VP,strict,0.139091766,-0.092137422,0.369378623
Ltig-OCVP08,Ltig,0,1,0,1,VP,strict,0.139091766,-0.092137422,0.369378623
Dnov-OCVP08,Dnov,0,1,0,1,VP,strict,0.139091766,-0.092137422,0.369378623
Ltig-OCVP09,Ltig,1,0,0,1,VP,strict,-0.438670874,0.32823334,0.297153963
Daza-OCVP09,Daza,4,1,3,2,VP,strict,-0.438670874,0.32823334,0.297153963
Mgou-OCVP10,Mgou,1,0,0,1,VP,strict,-0.801844701,0.604105958,-0.003729844
Tpec-OCVP10,Tpec,1,0,1,0,VP,strict,-0.801844701,0.604105958,-0.003729844
Pcon-OCVP10,Pcon,0,1,0,1,VP,strict,-0.801844701,0.604105958,-0.003729844
Tter-OCVP10,Tter,0,1,0,1,VP,strict,-0.801844701,0.604105958,-0.003729844
Cbra-OCVP11,Cbra,1,3,1,3,VP,strict,-0.794450462,1.045132681,-0.02524461
Tter-OCVP11,Tter,0,5,0,5,VP,strict,-0.794450462,1.045132681,-0.02524461
Ltig-OCVP11,Ltig,0,2,0,2,VP,strict,-0.794450462,1.045132681,-0.02524461
Mtri-OCVP11,Mtri,0,3,0,3,VP,strict,-0.794450462,1.045132681,-0.02524461
Mgou-OCVP11,Mgou,1,5,1,5,VP,strict,-0.794450462,1.045132681,-0.02524461
Lpar-OCVP11,Lpar,1,0,0,1,VP,strict,-0.794450462,1.045132681,-0.02524461
Pcon-OCVP11,Pcon,0,1,0,1,VP,strict,-0.794450462,1.045132681,-0.02524461
Daza-OCVP11,Daza,1,0,1,0,VP,strict,-0.794450462,1.045132681,-0.02524461
Mgou-OCVP12,Mgou,2,1,2,1,VP,strict,-0.35857415,0.789834203,-0.193423695
Tpec-OCVP12,Tpec,2,3,0,5,VP,strict,-0.35857415,0.789834203,-0.193423695
Daza-OCVP13,Daza,4,0,2,2,VP,strict,0.242409211,0.987372722,-0.194438967
Ctho-OCVP13,Ctho,0,1,0,1,VP,strict,0.242409211,0.987372722,-0.194438967
Mgou-OCVP13,Mgou,1,2,0,3,VP,strict,0.242409211,0.987372722,-0.194438967
Pcon-OCVP13,Pcon,1,0,0,1,VP,strict,0.242409211,0.987372722,-0.194438967
Tpec-OCVP13,Tpec,0,2,0,2,VP,strict,0.242409211,0.987372722,-0.194438967
Mtri-OCVP13,Mtri,0,1,0,1,VP,strict,0.242409211,0.987372722,-0.194438967
Ltig-OCVP13,Ltig,1,1,0,2,VP,strict,0.242409211,0.987372722,-0.194438967
Tter-OCVP14,Tter,0,1,0,1,VP,strict,-0.771296593,0.900808148,0.233576131
Ltig-OCVP14,Ltig,1,1,1,1,VP,strict,-0.771296593,0.900808148,0.233576131
Daza-OCVP14,Daza,2,5,1,6,VP,strict,-0.771296593,0.900808148,0.233576131
Mgou-OCVP15,Mgou,3,0,1,2,VP,strict,-0.367066053,1.305239278,0.112832149
Ltig-OCVP16,Ltig,1,2,0,3,VP,strict,0.376989326,0.333929571,0.107891497
Daza-OCVP16,Daza,1,0,0,1,VP,strict,0.376989326,0.333929571,0.107891497
Mtri-OCVP16,Mtri,0,1,0,1,VP,strict,0.376989326,0.333929571,0.107891497
Tpec-OCVP16,Tpec,0,3,0,3,VP,strict,0.376989326,0.333929571,0.107891497
Tpec-OCVP17,Tpec,2,0,2,0,VP,strict,0.930314496,1.236468665,-0.186950163
Daza-OCVP17,Daza,3,1,0,4,VP,strict,0.930314496,1.236468665,-0.186950163
Cbra-OCVP18,Cbra,1,1,0,2,VP,strict,1.674038534,1.466687502,-0.462875865
Pcon-OCVP18,Pcon,1,0,1,0,VP,strict,1.674038534,1.466687502,-0.462875865
Tpec-OCVP18,Tpec,0,1,0,1,VP,strict,1.674038534,1.466687502,-0.462875865
Ltig-OCVP18,Ltig,1,1,0,2,VP,strict,1.674038534,1.466687502,-0.462875865
Ltig-OCVP19,Ltig,1,0,1,0,VP,strict,-0.038581005,1.218303292,-0.000181687
Mgou-OCVP19,Mgou,3,3,3,3,VP,strict,-0.038581005,1.218303292,-0.000181687
Daza-OCVP19,Daza,2,0,0,2,VP,strict,-0.038581005,1.218303292,-0.000181687
Pcon-OCVP19,Pcon,0,1,0,1,VP,strict,-0.038581005,1.218303292,-0.000181687
Mgou-OCVP20,Mgou,2,0,2,0,VP,strict,0.738544177,1.413056745,-0.100611752
Daza-OCVP20,Daza,5,0,5,0,VP,strict,0.738544177,1.413056745,-0.100611752
Ltig-OCVP21,Ltig,1,2,0,3,VP,strict,0.693284737,0.177122,-0.117204549
Tpec-OCVP21,Tpec,4,2,0,6,VP,strict,0.693284737,0.177122,-0.117204549
Mtri-OCVP21,Mtri,1,2,0,3,VP,strict,0.693284737,0.177122,-0.117204549
Tter-OCVP21,Tter,0,1,0,1,VP,strict,0.693284737,0.177122,-0.117204549
Mgou-OCVP21,Mgou,1,0,1,0,VP,strict,0.693284737,0.177122,-0.117204549
Pcon-OCVP21,Pcon,1,0,0,1,VP,strict,0.693284737,0.177122,-0.117204549
Daza-OCVP21,Daza,3,0,2,1,VP,strict,0.693284737,0.177122,-0.117204549
Tpec-OCVP22,Tpec,1,1,0,2,VP,strict,0.785830612,0.783148517,-0.345250773
Mgou-OCVP22,Mgou,1,1,1,1,VP,strict,0.785830612,0.783148517,-0.345250773
Daza-OCVP22,Daza,7,2,4,5,VP,strict,0.785830612,0.783148517,-0.345250773
Ltig-OCVP23,Ltig,0,2,0,2,VP,strict,1.151562691,0.595386329,-0.270715068
Daza-OCVP23,Daza,1,0,1,0,VP,strict,1.151562691,0.595386329,-0.270715068
Csem-OCVP23,Csem,1,1,1,1,VP,strict,1.151562691,0.595386329,-0.270715068
Pcon-OCVP23,Pcon,0,2,0,2,VP,strict,1.151562691,0.595386329,-0.270715068
Ebar-OCVP23,Ebar,1,0,1,0,VP,strict,1.151562691,0.595386329,-0.270715068
Mgou-OCVP23,Mgou,1,0,1,0,VP,strict,1.151562691,0.595386329,-0.270715068
Mtri-OCVP24,Mtri,0,4,0,4,VP,strict,1.34382496,0.45863597,0.015575936
Daza-OCVP24,Daza,4,3,3,4,VP,strict,1.34382496,0.45863597,0.015575936
Mgou-OCVP24,Mgou,5,2,4,3,VP,strict,1.34382496,0.45863597,0.015575936
Mgou-OCVP25,Mgou,1,0,0,1,VP,strict,4.029432885,0.748940098,-0.518149435
Daza-OCVP25,Daza,0,2,0,2,VP,strict,4.029432885,0.748940098,-0.518149435
Mtri-OCVP25,Mtri,1,2,0,3,VP,strict,4.029432885,0.748940098,-0.518149435
Csem-OCVP26,Csem,1,0,0,1,VP,strict,3.118996859,1.136289488,-0.539133657
Ctho-OCVP26,Ctho,0,1,0,1,VP,strict,3.118996859,1.136289488,-0.539133657
Cbra-OCVP26,Cbra,0,1,0,1,VP,strict,3.118996859,1.136289488,-0.539133657
Mtri-OCVP26,Mtri,1,0,0,1,VP,strict,3.118996859,1.136289488,-0.539133657
Pcon-OCVP27,Pcon,0,1,0,1,VP,strict,2.38847689,1.262289946,-0.593473002
Ltig-OCVP27,Ltig,0,5,0,5,VP,strict,2.38847689,1.262289946,-0.593473002
Pcon-OCVP29,Pcon,0,5,0,5,VP,strict,3.461116514,0.858014363,-0.645944091
Mtri-OCVP29,Mtri,0,1,0,1,VP,strict,3.461116514,0.858014363,-0.645944091
Ltig-OCVP29,Ltig,0,5,0,5,VP,strict,3.461116514,0.858014363,-0.645944091
Csem-OCVP29,Csem,0,2,0,2,VP,strict,3.461116514,0.858014363,-0.645944091
Mgou-OCVP29,Mgou,1,1,1,1,VP,strict,3.461116514,0.858014363,-0.645944091
Pcon-OCVP30,Pcon,0,1,0,1,VP,strict,2.880784277,0.974241913,-0.56900199
Ltig-OCVP30,Ltig,1,1,0,2,VP,strict,2.880784277,0.974241913,-0.56900199
Csem-OCVP30,Csem,0,1,0,1,VP,strict,2.880784277,0.974241913,-0.56900199
Mtri-OCVP30,Mtri,0,1,0,1,VP,strict,2.880784277,0.974241913,-0.56900199
Esex-OCVP30,Esex,1,0,1,0,VP,strict,2.880784277,0.974241913,-0.56900199
Mgou-OCVP31,Mgou,0,1,0,1,VP,strict,3.217532243,1.068161562,-0.519969223
Ltig-OCVP32,Ltig,1,2,1,2,VP,strict,3.022433256,0.700487932,-0.493607448
Mtri-OCVP32,Mtri,0,1,0,1,VP,strict,3.022433256,0.700487932,-0.493607448
Lpar-OCVP32,Lpar,0,5,0,5,VP,strict,3.022433256,0.700487932,-0.493607448
Pcon-OCVP32,Pcon,1,0,1,0,VP,strict,3.022433256,0.700487932,-0.493607448
Daza-OCVP32,Daza,1,1,0,2,VP,strict,3.022433256,0.700487932,-0.493607448
Mgou-OCVP33,Mgou,2,0,0,2,VP,strict,3.563701852,0.551744713,-0.535926196
Pcon-OCVP33,Pcon,0,1,0,1,VP,strict,3.563701852,0.551744713,-0.535926196
Daza-OCVP33,Daza,4,2,4,2,VP,strict,3.563701852,0.551744713,-0.535926196
Pcon-OCVP34,Pcon,0,1,0,1,VP,strict,3.97689905,0.459648935,-0.503604458
Csem-OCVP34,Csem,1,0,0,1,VP,strict,3.97689905,0.459648935,-0.503604458
Mtri-OCVP34,Mtri,0,1,0,1,VP,strict,3.97689905,0.459648935,-0.503604458
Daza-OCVP34,Daza,1,0,0,1,VP,strict,3.97689905,0.459648935,-0.503604458
Sven-OCVP35,Sven,0,1,0,1,VP,strict,3.197242229,0.1591474,-0.416345166
Ltig-OCVP35,Ltig,0,1,0,1,VP,strict,3.197242229,0.1591474,-0.416345166
Pcon-OCVP35,Pcon,0,1,0,1,VP,strict,3.197242229,0.1591474,-0.416345166
Csem-OCVP35,Csem,0,2,0,2,VP,strict,3.197242229,0.1591474,-0.416345166
Daza-OCVP35,Daza,4,3,0,7,VP,strict,3.197242229,0.1591474,-0.416345166
Mtri-OCVP36,Mtri,1,0,0,1,VP,strict,3.087863801,0.275820515,-0.404785135
Esex-OCVP36,Esex,1,0,1,0,VP,strict,3.087863801,0.275820515,-0.404785135
Mgou-OCVP36,Mgou,2,3,0,5,VP,strict,3.087863801,0.275820515,-0.404785135
Csem-OCVP36,Csem,0,1,0,1,VP,strict,3.087863801,0.275820515,-0.404785135
Mgou-OCVP37,Mgou,1,2,1,2,VP,strict,1.585464238,0.597652397,-0.43146177
Mtri-OCVP38,Mtri,1,0,1,0,VP,strict,2.104986386,0.39378613,-0.157520279
Daza-OCVP38,Daza,1,1,0,2,VP,strict,2.104986386,0.39378613,-0.157520279
Ltig-OCVP39,Ltig,1,0,1,0,VP,strict,2.731252792,0.234473557,-0.144270151
Daza-OCVP39,Daza,1,1,1,1,VP,strict,2.731252792,0.234473557,-0.144270151
Mgou-OCVP39,Mgou,1,0,1,0,VP,strict,2.731252792,0.234473557,-0.144270151
Mtri-OCVP39,Mtri,0,1,0,1,VP,strict,2.731252792,0.234473557,-0.144270151
Cbra-OCVP40,Cbra,0,1,0,1,VP,strict,1.999363069,0.542535365,-0.131407958
Csem-OCVP40,Csem,0,1,0,1,VP,strict,1.999363069,0.542535365,-0.131407958
Mgou-OCVP40,Mgou,6,0,2,4,VP,strict,1.999363069,0.542535365,-0.131407958
Daza-OCVP40,Daza,1,0,0,1,VP,strict,1.999363069,0.542535365,-0.131407958
Pcon-OCVP40,Pcon,1,0,0,1,VP,strict,1.999363069,0.542535365,-0.131407958
Ltig-OCVP41,Ltig,0,1,0,1,VP,strict,2.764792029,0.51379406,-0.061233343
Daza-OCVP41,Daza,8,2,4,6,VP,strict,2.764792029,0.51379406,-0.061233343
Mgou-OCVP41,Mgou,1,1,0,2,VP,strict,2.764792029,0.51379406,-0.061233343
Pcon-OCVP41,Pcon,0,2,0,2,VP,strict,2.764792029,0.51379406,-0.061233343
Mgou-OCVP42,Mgou,1,3,0,4,VP,strict,1.909771766,0.233104269,0.085700198
Daza-OCVP44,Daza,1,1,1,1,VP,strict,2.973472573,0.214726729,-0.066259009
Daza-OCVP45,Daza,0,2,0,2,VP,strict,2.692905349,-0.053429102,-0.072324037
Daza-OCVP46,Daza,0,1,0,1,VP,strict,2.137086793,-0.305580532,-0.324846522
Mgou-OCVP46,Mgou,0,5,0,5,VP,strict,2.137086793,-0.305580532,-0.324846522
Mtri-OCVP47,Mtri,0,4,0,4,VP,strict,2.432060328,1.381025998,-0.887469383
Cbra-OCVP47,Cbra,1,2,0,3,VP,strict,2.432060328,1.381025998,-0.887469383
Pcon-OCVP47,Pcon,1,0,0,1,VP,strict,2.432060328,1.381025998,-0.887469383
Pyag-OCVP47,Pyag,1,0,1,0,VP,strict,2.432060328,1.381025998,-0.887469383
Daza-OCVP47,Daza,1,0,1,0,VP,strict,2.432060328,1.381025998,-0.887469383
Ctho-OCVP47,Ctho,0,1,0,1,VP,strict,2.432060328,1.381025998,-0.887469383
Esex-OCVP47,Esex,21,0,19,2,VP,strict,2.432060328,1.381025998,-0.887469383
Csem-OCVP47,Csem,0,1,0,1,VP,strict,2.432060328,1.381025998,-0.887469383
Ltig-OCVP47,Ltig,0,4,0,4,VP,strict,2.432060328,1.381025998,-0.887469383
Tpec-OCVP47,Tpec,0,1,0,1,VP,strict,2.432060328,1.381025998,-0.887469383
Lpar-OCVP47,Lpar,0,1,0,1,VP,strict,2.432060328,1.381025998,-0.887469383
Mtri-OCVP48,Mtri,1,0,1,0,VP,strict,1.274080031,1.305737243,-0.548336311
Esex-OCVP48,Esex,2,0,2,0,VP,strict,1.274080031,1.305737243,-0.548336311
Ltig-OCVP48,Ltig,0,4,0,4,VP,strict,1.274080031,1.305737243,-0.548336311
Ltig-OCVP49,Ltig,0,1,0,1,VP,strict,2.043184967,1.451069967,-0.701365751
Csem-OCVP49,Csem,1,0,1,0,VP,strict,2.043184967,1.451069967,-0.701365751
Daza-OCVP49,Daza,0,1,0,1,VP,strict,2.043184967,1.451069967,-0.701365751
Mtri-OCVP49,Mtri,0,3,0,3,VP,strict,2.043184967,1.451069967,-0.701365751
Mtri-OCVP50,Mtri,0,1,0,1,VP,strict,2.721811554,1.444096801,-1.050530618
Csem-OCVP50,Csem,1,1,0,2,VP,strict,2.721811554,1.444096801,-1.050530618
Mgou-OCVP50,Mgou,1,9,0,10,VP,strict,2.721811554,1.444096801,-1.050530618
Cbra-OCVP50,Cbra,0,1,0,1,VP,strict,2.721811554,1.444096801,-1.050530618
